,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,boyband
627,Babylon,five_sos,0.521,0.884,4,-2.931,0,0.0403,0.00155,1.69e-06,0.209,0.494,92.988,213186,4,True
628,Money,five_sos,0.517,0.913,2,-5.075,1,0.2,0.00549,0.0,0.361,0.571,170.057,174410,4,True
629,She's Kinda Hot,five_sos,0.664,0.908,4,-4.806,1,0.0317,0.00182,0.0,0.109,0.889,118.031,216454,4,True
630,Hey Everybody!,five_sos,0.753,0.803,9,-3.737,1,0.0316,0.000938,0.0,0.101,0.853,126.017,196937,4,True
631,Permanent Vacation,five_sos,0.548,0.938,8,-4.073,1,0.0535,0.00243,0.0,0.353,0.744,155.038,205915,4,True
632,Jet Black Heart,five_sos,0.507,0.85,11,-4.274,0,0.033,0.000163,0.0,0.0812,0.545,153.957,221716,4,True
633,Catch Fire,five_sos,0.621,0.936,1,-3.418,1,0.0355,0.0054,0.0,0.0755,0.797,116.029,207433,4,True
634,Safety Pin,five_sos,0.551,0.943,4,-4.13,1,0.089,0.00717,0.0,0.465,0.627,155.056,209467,4,True
635,Waste The Night,five_sos,0.533,0.904,8,-4.741,1,0.0656,0.0159,0.0,0.283,0.323,75.667,266640,4,True
636,Vapor,five_sos,0.507,0.861,1,-4.574,1,0.0434,0.0117,0.0,0.121,0.531,155.071,179091,4,True
637,Castaway,five_sos,0.537,0.902,8,-4.468,1,0.0511,0.000821,0.0,0.0636,0.759,159.998,214680,4,True
638,The Girl Who Cried Wolf,five_sos,0.381,0.728,2,-6.113,1,0.0362,0.0131,0.0,0.0685,0.0916,159.136,262115,4,True
639,Broken Home,five_sos,0.582,0.624,10,-5.415,0,0.0261,0.118,0.0,0.106,0.494,127.961,220709,4,True
640,Fly Away,five_sos,0.432,0.887,2,-3.103,1,0.0533,0.000762,0.0,0.129,0.513,92.531,212602,4,True
641,Invisible,five_sos,0.463,0.342,2,-9.838,1,0.0279,0.0604,0.0,0.172,0.323,86.498,212836,4,True
642,Airplanes,five_sos,0.399,0.88,0,-3.13,1,0.0425,0.0103,0.0,0.102,0.363,183.998,218739,3,True
643,San Francisco,five_sos,0.374,0.847,6,-6.006,1,0.0401,0.00983,0.0,0.173,0.193,105.011,259306,4,True
644,Outer Space / Carry On,five_sos,0.335,0.806,9,-5.925,1,0.0572,0.0899,0.0,0.405,0.135,162.958,398507,3,True
645,She Looks So Perfect,five_sos,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,202496,4,True
646,Don't Stop,five_sos,0.571,0.957,8,-3.468,1,0.0633,0.00209,1.5e-05,0.0425,0.892,149.946,169936,4,True
647,Good Girls,five_sos,0.528,0.911,4,-5.203,1,0.0792,0.0152,0.0,0.121,0.576,141.064,206424,4,True
648,Kiss Me Kiss Me,five_sos,0.476,0.941,0,-4.756,1,0.0955,0.000357,0.0,0.0957,0.346,150.049,204620,4,True
649,18,five_sos,0.458,0.958,2,-4.012,1,0.198,0.000325,0.000377,0.355,0.352,160.121,189009,4,True
650,Everything I Didn't Say,five_sos,0.373,0.911,9,-4.681,1,0.0876,0.0163,0.0,0.277,0.416,174.895,180421,4,True
651,Beside You,five_sos,0.596,0.718,2,-4.359,1,0.0431,0.00362,0.0,0.103,0.436,150.08,224787,4,True
652,End Up Here,five_sos,0.5,0.986,8,-4.101,1,0.218,0.0182,1.07e-06,0.227,0.394,151.999,181895,4,True
653,Long Way Home,five_sos,0.453,0.872,6,-5.072,1,0.0603,0.00968,0.0,0.22,0.836,182.002,199027,4,True
654,Heartbreak Girl,five_sos,0.471,0.789,10,-3.62,1,0.0602,0.000962,0.0,0.0649,0.684,166.99,198374,4,True
655,English Love Affair,five_sos,0.529,0.86,8,-4.517,1,0.115,0.0127,0.0,0.346,0.869,150.003,180922,4,True
656,Amnesia,five_sos,0.594,0.497,2,-5.26,1,0.0303,0.0343,0.0,0.162,0.101,101.671,237248,4,True
657,Heartache On The Big Screen,five_sos,0.686,0.803,8,-4.733,1,0.0458,0.00235,0.0,0.223,0.778,125.062,204947,4,True
658,The Only Reason,five_sos,0.35,0.812,5,-6.319,1,0.0464,8.19e-06,0.000312,0.558,0.299,167.087,202943,4,True
659,What I Like About You,five_sos,0.425,0.965,5,-4.529,0,0.187,0.000438,1.4e-06,0.142,0.585,160.01,151858,4,True
660,Rejects,five_sos,0.546,0.964,4,-4.535,1,0.0971,0.000834,1.25e-06,0.172,0.526,112.017,169754,4,True
661,Try Hard,five_sos,0.489,0.927,11,-5.317,1,0.116,0.000185,0.0,0.343,0.552,76.543,221108,4,True
662,Social Casualty,five_sos,0.515,0.92,2,-4.525,1,0.0756,0.000402,0.0,0.316,0.437,169.945,188021,4,True
663,Never Be,five_sos,0.589,0.83,6,-6.145,1,0.0501,0.00629,0.0,0.123,0.513,145.032,188916,4,True
664,Voodoo Doll,five_sos,0.473,0.978,2,-4.98,1,0.217,0.00955,0.0,0.349,0.317,144.141,197483,4,True
665,Lost Boy,five_sos,0.601,0.943,0,-4.798,1,0.061,0.00505,7.94e-05,0.423,0.529,111.968,208323,4,True
666,Mrs All American,five_sos,0.574,0.936,3,-3.439,1,0.0446,0.000664,0.0,0.308,0.497,132.994,159872,4,True
667,Greenlight,five_sos,0.469,0.868,2,-4.533,1,0.0352,4.27e-05,0.0,0.269,0.603,144.894,165935,4,True
668,Tomorrow Never Dies,five_sos,0.483,0.817,7,-5.338,0,0.0529,0.00382,0.0,0.095,0.512,156.854,172371,4,True
669,Independence Day,five_sos,0.388,0.933,0,-3.675,0,0.145,0.00139,4.09e-05,0.142,0.701,177.03,217162,4,True
670,Close As Strangers,five_sos,0.467,0.796,9,-5.265,1,0.0351,0.0218,0.0,0.0877,0.338,150.016,199930,4,True
671,Out Of My Limit,five_sos,0.645,0.882,3,-4.144,1,0.0682,0.00045,1.04e-06,0.0632,0.697,143.997,194773,4,True
672,18 - Live,five_sos,0.431,0.978,2,-5.233,1,0.201,0.000701,0.000868,0.778,0.149,159.919,357238,4,True
673,Out Of My Limit - Live,five_sos,0.544,0.976,10,-5.195,1,0.0899,0.000385,2.49e-05,0.441,0.536,143.988,205196,4,True
674,Disconnected - Live,five_sos,0.522,0.942,2,-4.431,1,0.222,0.00076,0.0,0.819,0.589,99.885,225956,4,True
675,Beside You - Live,five_sos,0.524,0.855,0,-5.55,1,0.0447,0.000596,4.34e-05,0.689,0.506,150.017,238436,4,True
676,Everything I Didn't Say - Live,five_sos,0.417,0.832,7,-6.108,1,0.0745,0.00222,0.0,0.939,0.491,175.032,237449,4,True
677,Long Way Home - Live,five_sos,0.455,0.882,4,-5.825,1,0.0827,0.0216,0.0,0.859,0.474,95.607,266423,4,True
678,Heartache On The Big Screen - Live,five_sos,0.566,0.93,2,-4.819,1,0.0461,0.00124,0.0,0.868,0.471,125.084,242356,4,True
679,American Idiot - Live,five_sos,0.362,0.991,9,-5.455,1,0.273,5.18e-05,7.88e-05,0.299,0.256,191.307,196503,4,True
680,Teenage Dream - Live,five_sos,0.565,0.934,11,-4.996,0,0.19,0.000851,0.0,0.919,0.468,131.016,251916,4,True
681,Good Girls - Live,five_sos,0.51,0.98,9,-4.678,1,0.143,0.0126,0.0,0.706,0.413,141.027,175009,4,True
682,What I Like About You - Live,five_sos,0.444,0.989,5,-5.11,0,0.146,0.000379,2.62e-05,0.451,0.267,160.028,236156,4,True
683,End Up Here - Live,five_sos,0.461,0.989,8,-3.67,1,0.18,0.000895,0.0,0.253,0.493,155.017,184423,4,True
684,What I Like About You - Studio Mix,five_sos,0.459,0.975,10,-5.524,1,0.0938,0.000146,3.66e-06,0.307,0.697,159.974,151764,4,True
685,Disconnected,five_sos,0.624,0.891,2,-4.812,1,0.083,0.12,0.0,0.223,0.693,99.945,210424,4,True
686,She Looks So Perfect - Ash Demo Vocal,five_sos,0.536,0.887,1,-5.534,0,0.0868,0.00104,0.0,0.083,0.548,160.017,203350,4,True
687,She Looks So Perfect - Mikey Demo Vocal,five_sos,0.553,0.877,1,-5.859,0,0.086,0.00334,0.0,0.0545,0.54,160.082,204231,4,True
688,Wherever You Are,five_sos,0.562,0.815,0,-4.821,1,0.0298,0.0171,3.56e-06,0.136,0.459,91.984,191107,4,True
689,500 Years Of Winter - Pizza Song,five_sos,0.464,0.938,1,-5.978,0,0.411,0.000499,0.000137,0.309,0.134,151.585,41821,4,True
690,She Looks So Perfect - Acoustic,five_sos,0.673,0.691,1,-6.371,0,0.097,0.164,0.0,0.109,0.843,79.903,202967,4,True
691,BLENDER,five_sos,0.67,0.665,8,-5.47,1,0.104,0.0293,2.19e-05,0.101,0.694,161.99,147744,4,True
692,Me Myself & I,five_sos,0.578,0.558,4,-5.168,1,0.0294,0.028,0.0,0.0851,0.382,87.997,177891,4,True
693,COMPLETE MESS,five_sos,0.398,0.519,7,-6.926,1,0.0315,0.0573,1.86e-05,0.191,0.133,81.377,206361,4,True
694,Take My Hand,five_sos,0.554,0.485,0,-8.691,1,0.036,0.266,0.0,0.12,0.0952,126.02,239865,4,True
695,2011,five_sos,0.571,0.839,9,-5.49,0,0.0558,0.0244,0.0,0.268,0.436,156.887,197447,4,True
696,Teeth - Live From The Vault,five_sos,0.675,0.627,2,-5.403,0,0.0396,0.00417,0.0,0.101,0.444,139.021,215692,4,True
697,Easier – Remix (with Charlie Puth),five_sos,0.418,0.445,5,-5.407,1,0.227,0.469,0.0,0.123,0.608,175.686,157326,4,True
698,Easier - Live From The Vault,five_sos,0.648,0.712,1,-4.917,0,0.0474,0.0022,0.000198,0.0887,0.29,90.0,206927,4,True
699,Easier - Seeb Remix,five_sos,0.564,0.747,5,-3.374,1,0.0584,0.0728,0.0,0.151,0.717,97.878,165767,4,True
700,Who Do You Love - R3HAB Remix,five_sos,0.529,0.698,8,-6.87,1,0.0456,0.2,0.0,0.185,0.357,142.012,152120,4,True
701,Lie To Me - Acoustic,five_sos,0.653,0.493,10,-6.392,1,0.0296,0.147,0.0,0.0852,0.853,154.892,155477,4,True
702,Lie To Me (feat. Julia Michaels),five_sos,0.611,0.52,0,-5.445,1,0.0346,0.0132,0.0,0.105,0.771,159.927,149878,4,True
703,Killer Queen,five_sos,0.262,0.789,10,-4.548,1,0.123,0.00422,0.0,0.325,0.487,171.009,199357,3,True
704,Lie To Me - Recorded at Spotify Studios NYC,five_sos,0.6,0.293,10,-9.841,1,0.0304,0.911,0.0,0.123,0.545,100.015,160524,5,True
705,Stay - Recorded at Spotify Studios NYC,five_sos,0.338,0.399,0,-10.11,1,0.0378,0.287,0.0,0.323,0.327,169.742,190928,4,True
706,Youngblood - R3HAB Remix,five_sos,0.425,0.771,7,-4.293,0,0.0629,0.0312,0.0,0.165,0.213,142.034,150528,4,True
707,Youngblood - Acoustic,five_sos,0.607,0.589,4,-6.068,0,0.0274,0.127,0.0,0.182,0.399,114.946,220996,4,True
708,Want You Back - Acoustic,five_sos,0.617,0.657,0,-5.596,1,0.0315,0.0304,0.0,0.151,0.878,97.063,159179,4,True
709,Want You Back - Tritonal Remix,five_sos,0.562,0.849,0,-3.694,1,0.076,0.246,0.0,0.282,0.553,97.998,206939,4,True
710,The Space Between A Rock And A Hard Place,five_sos,0.497,0.96,7,-3.723,1,0.0761,0.00412,0.0,0.323,0.582,180.105,202985,4,True
711,Story Of Another Us,five_sos,0.493,0.876,2,-4.501,1,0.0387,0.00232,0.0,0.0801,0.557,147.95,235614,4,True
712,Girls Talk Boys - Stafford Brothers Remix,five_sos,0.787,0.656,2,-5.735,1,0.0378,0.00282,0.00106,0.309,0.586,120.017,247226,4,True
713,"Girls Talk Boys - From ""Ghostbusters"" Original Motion Picture Soundtrack / Stafford Brothers Remix",five_sos,0.787,0.656,2,-5.735,1,0.0378,0.00282,0.00106,0.309,0.586,120.017,247226,4,True
714,"Girls Talk Boys - From ""Ghostbusters"" Original Motion Picture Soundtrack",five_sos,0.829,0.775,7,-3.358,1,0.0507,0.104,0.0,0.0943,0.878,120.048,216099,4,True
715,Hey Everybody! - Radio Edit,five_sos,0.758,0.82,9,-3.941,1,0.0324,0.000828,0.0,0.143,0.827,125.992,194397,4,True
716,Over And Out,five_sos,0.465,0.944,5,-4.795,1,0.118,0.000255,0.0,0.334,0.59,175.011,178580,4,True
717,Broken Pieces,five_sos,0.589,0.949,8,-4.762,1,0.0737,0.0649,0.0,0.196,0.66,157.99,209160,4,True
718,She's Kinda Hot - Alternative Version,five_sos,0.717,0.941,9,-5.28,1,0.0385,0.00663,0.0,0.105,0.866,127.062,215216,4,True
719,Lost In Reality,five_sos,0.629,0.935,1,-4.536,0,0.0414,0.00212,0.0,0.297,0.778,127.976,210628,4,True
720,Daylight,five_sos,0.515,0.793,2,-3.908,1,0.0471,0.0052,0.0,0.313,0.485,155.869,205969,4,True
721,American Idiot,five_sos,0.513,0.954,9,-5.371,1,0.24,0.000927,9.28e-06,0.312,0.196,95.505,183949,4,True
722,Amnesia - Live At Wembley,five_sos,0.608,0.628,0,-7.682,1,0.0324,0.168,0.0,0.341,0.309,101.961,233249,4,True
723,Don't Stop - Calum Demo Vocal,five_sos,0.598,0.938,8,-4.943,1,0.0499,0.0295,0.0,0.184,0.935,149.936,169892,4,True
724,Wrapped Around Your Finger,five_sos,0.343,0.779,11,-7.212,0,0.0872,0.000582,0.00015,0.657,0.295,174.904,220792,4,True
725,Don't Stop - Ash Demo Vocal,five_sos,0.584,0.931,8,-4.895,1,0.051,0.0216,0.0,0.219,0.898,149.958,169876,4,True
726,If You Don't Know,five_sos,0.555,0.879,0,-6.442,1,0.0496,0.000861,0.328,0.0827,0.573,106.041,207905,4,True
727,Good Girls - Single Version,five_sos,0.59,0.905,4,-4.837,1,0.0529,0.0132,0.0,0.205,0.68,141.106,190859,4,True
728,Just Saying,five_sos,0.438,0.882,9,-5.459,1,0.154,0.00127,0.0,0.508,0.674,184.058,159618,4,True
729,Long Way Home - Acoustic,five_sos,0.542,0.539,4,-6.017,1,0.0261,0.507,0.0,0.139,0.626,91.054,197847,4,True
730,Good Girls - Acoustic,five_sos,0.619,0.547,2,-5.71,1,0.0312,0.62,0.0,0.348,0.703,138.93,183729,4,True
731,Don't Stop - Acoustic,five_sos,0.746,0.709,2,-5.407,1,0.0364,0.359,0.0,0.0702,0.947,139.951,157965,4,True
732,500 Years Of Winter - Pizza Song - Live,five_sos,0.332,0.911,11,-7.058,1,0.416,0.0729,0.000786,0.898,0.274,144.952,133051,4,True
733,Don't Stop - Live,five_sos,0.381,0.954,2,-4.193,1,0.107,0.00118,0.0,0.669,0.403,150.029,170783,4,True
734,Gotta Get Out - Unplugged,five_sos,0.465,0.456,9,-5.299,1,0.0273,0.271,0.0,0.116,0.322,144.632,225873,4,True
735,I Miss You - Unplugged,five_sos,0.692,0.544,0,-6.273,1,0.0313,0.0504,1.03e-06,0.0862,0.341,106.346,201572,4,True
736,Too Late - Unplugged,five_sos,0.503,0.551,11,-6.142,1,0.0348,0.189,0.0,0.32,0.723,151.389,215557,4,True
737,Jasey Rae - Live From Rehearsal / Unplugged,five_sos,0.363,0.779,1,-5.588,1,0.23,0.612,0.0,0.496,0.795,171.143,230867,4,True
738,Unpredictable,five_sos,0.591,0.839,11,-4.656,1,0.0634,0.000749,0.0,0.0913,0.7,154.946,185773,4,True
739,Gotta Get Out,five_sos,0.574,0.89,9,-4.264,1,0.0614,0.00461,0.0,0.362,0.229,147.899,223227,4,True
740,I Guess It's Christmas Time,nsync,0.464,0.535,6,-6.122,1,0.0241,0.123,0.0,0.179,0.274,146.542,233773,4,True
741,"Merry Christmas, Happy Holidays",nsync,0.643,0.939,5,-3.967,1,0.0463,0.104,0.0,0.881,0.756,104.999,255307,4,True
742,I Never Knew the Meaning of Christmas,nsync,0.595,0.701,9,-6.562,1,0.0247,0.105,0.0,0.141,0.374,84.019,287893,4,True
743,Love's in Our Hearts on Christmas Day,nsync,0.216,0.28,2,-10.179,1,0.0306,0.784,1.6e-05,0.222,0.181,87.642,236000,4,True
744,Home for Christmas,nsync,0.6,0.684,9,-6.775,1,0.0376,0.425,0.0,0.124,0.458,80.902,269427,4,True
745,In Love on Christmas,nsync,0.693,0.751,11,-5.761,1,0.0299,0.066,0.0,0.316,0.691,126.07,248227,4,True
746,The Only Gift,nsync,0.533,0.52,4,-7.94,1,0.0249,0.237,0.0,0.257,0.189,80.878,233093,4,True
747,It's Christmas,nsync,0.548,0.449,0,-9.361,1,0.0286,0.306,0.0,0.226,0.258,135.986,270173,4,True
748,All I Want Is You (This Christmas),nsync,0.587,0.837,7,-5.645,1,0.0258,0.132,0.00015,0.407,0.545,95.016,225493,4,True
749,(God Must Have Spent) A Little More Time On You - Remix,nsync,0.375,0.527,10,-8.422,1,0.0507,0.449,0.0,0.305,0.303,167.242,241493,4,True
750,Kiss Me at Midnight,nsync,0.706,0.948,9,-4.199,1,0.0318,0.0173,6.87e-05,0.256,0.88,118.021,211187,4,True
751,The Christmas Song (Chestnuts Roasting on an Open Fire),nsync,0.521,0.517,7,-9.974,1,0.0243,0.325,1.84e-05,0.225,0.334,102.427,195493,3,True
752,The First Noel,nsync,0.479,0.761,2,-6.008,1,0.0274,0.00657,0.0,0.232,0.361,83.308,210307,3,True
753,O Holy Night - A Cappella,nsync,0.199,0.217,5,-11.992,1,0.0293,0.901,0.0,0.107,0.299,187.112,215600,3,True
754,Pop,nsync,0.706,0.861,11,-6.684,1,0.154,0.0341,0.0,0.127,0.923,119.946,238427,4,True
755,Celebrity,nsync,0.894,0.806,9,-3.885,1,0.0753,0.0217,0.0,0.0351,0.783,109.223,198733,4,True
756,The Game Is Over,nsync,0.727,0.853,4,-4.383,0,0.0944,0.039,0.0,0.389,0.87,93.029,205467,4,True
757,Girlfriend,nsync,0.748,0.809,0,-5.213,0,0.0904,0.0857,1.48e-05,0.0282,0.868,93.963,253600,4,True
758,The Two Of Us,nsync,0.75,0.811,0,-5.418,1,0.0461,0.0618,1.93e-06,0.152,0.912,134.011,231760,4,True
759,Gone,nsync,0.704,0.409,11,-8.581,0,0.0597,0.43,0.0,0.109,0.495,113.863,292000,4,True
760,"Tell Me, Tell Me...Baby",nsync,0.661,0.946,10,-3.283,0,0.0713,0.0173,0.000304,0.101,0.945,98.031,216640,4,True
761,Up Against The Wall,nsync,0.721,0.865,9,-4.602,0,0.0588,0.00222,2.76e-06,0.219,0.928,129.027,217533,4,True
762,See Right Through You,nsync,0.718,0.83,9,-4.092,1,0.0454,0.014,0.0,0.0727,0.74,102.949,172933,4,True
763,Selfish,nsync,0.602,0.433,11,-8.908,1,0.052,0.124,0.0,0.095,0.172,73.468,260373,4,True
764,Just Don't Tell Me That,nsync,0.664,0.898,10,-5.145,0,0.0794,0.0201,0.000194,0.079,0.755,89.029,183867,4,True
765,Something Like You,nsync,0.656,0.39,7,-8.811,1,0.03,0.393,0.0,0.105,0.274,123.984,255360,4,True
766,Do Your Thing,nsync,0.686,0.677,8,-9.049,0,0.0393,0.303,0.0,0.275,0.962,129.995,259507,4,True
767,Bye Bye Bye,nsync,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,4,True
768,It's Gonna Be Me,nsync,0.636,0.873,0,-4.672,0,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,192427,4,True
769,"Space Cowboy (Yippie-Yi-Yay) (feat. Lisa ""Left Eye"" Lopes)",nsync,0.707,0.979,10,-3.207,0,0.0718,0.0121,0.00137,0.716,0.703,113.963,262000,4,True
770,Just Got Paid,nsync,0.809,0.773,11,-3.638,0,0.0437,0.0145,1.21e-06,0.0876,0.695,114.84,248573,4,True
771,It Makes Me Ill,nsync,0.81,0.858,4,-4.658,0,0.0873,0.00993,1.2e-05,0.0528,0.646,104.504,206333,4,True
772,This I Promise You,nsync,0.55,0.587,2,-6.279,1,0.0329,0.354,0.0,0.128,0.466,165.975,284760,4,True
773,No Strings Attached,nsync,0.666,0.966,7,-4.454,1,0.0581,0.000691,0.0,0.36,0.63,111.044,228907,4,True
774,Digital Get Down,nsync,0.642,0.976,7,-4.134,1,0.109,0.0125,5.38e-05,0.135,0.864,177.808,263200,4,True
775,Bringin' Da Noise,nsync,0.759,0.973,4,-4.618,1,0.0392,0.0494,0.0789,0.335,0.868,111.963,210333,4,True
776,That's When I'll Stop Loving You,nsync,0.52,0.683,0,-4.893,1,0.0328,0.343,0.0,0.12,0.413,142.481,291760,4,True
777,I'll Be Good For You,nsync,0.7,0.729,7,-5.763,1,0.0326,0.201,2.27e-06,0.144,0.827,99.996,234973,4,True
778,I Thought She Knew,nsync,0.397,0.272,0,-9.887,1,0.0312,0.915,0.0,0.143,0.198,79.416,202333,3,True
779,U Drive Me Crazy - Radio Edit,nsync,0.776,0.881,9,-4.875,0,0.0388,0.0951,0.0,0.0851,0.788,108.004,215707,4,True
780,Thinking Of You (I Drive Myself Crazy) - Remix,nsync,0.562,0.718,9,-6.551,1,0.0269,0.0433,0.0,0.174,0.51,86.964,240733,4,True
781,Everything I Own,nsync,0.524,0.732,9,-6.538,1,0.0542,0.147,0.0,0.139,0.379,83.023,235133,4,True
782,I Just Wanna Be With You,nsync,0.686,0.812,11,-5.103,1,0.0434,0.000787,0.0541,0.0398,0.868,103.677,241827,4,True
783,Under My Tree,nsync,0.529,0.592,8,-4.982,0,0.0266,0.00755,0.0,0.132,0.217,154.01,274173,3,True
784,I Don't Wanna Spend One More Christmas Without You,nsync,0.568,0.557,0,-6.247,1,0.0302,0.514,0.0,0.109,0.167,73.966,241800,4,True
785,You Don't Have to Be Alone,nsync,0.568,0.384,8,-9.99,1,0.0246,0.37,0.0,0.247,0.325,103.972,272073,4,True
786,Tearin' up My Heart - Radio Edit,nsync,0.687,0.918,7,-4.676,1,0.0392,0.00211,1.26e-05,0.344,0.747,110.06,209400,4,True
787,Here We Go - Radio Cut,nsync,0.75,0.877,0,-4.614,1,0.0575,0.0283,0.0,0.527,0.751,113.0,213933,4,True
788,For The Girl Who Has Everything - Club Mix,nsync,0.656,0.658,2,-5.448,0,0.0261,0.0354,0.0,0.0437,0.609,85.076,224427,4,True
789,(God Must Have Spent) A Little More Time On You,nsync,0.6,0.544,10,-8.863,1,0.0358,0.441,0.0,0.255,0.32,83.992,282960,4,True
790,You Got It,nsync,0.692,0.934,5,-4.611,0,0.0393,0.068,0.000331,0.0707,0.891,116.648,211200,4,True
791,I Need Love,nsync,0.54,0.986,9,-4.368,0,0.037,3.34e-05,8.26e-06,0.369,0.868,129.987,192627,4,True
792,I Want You Back - Radio Edit,nsync,0.751,0.939,8,-3.305,0,0.0466,0.0521,0.00056,0.477,0.905,112.041,200440,4,True
793,Thinking of You (I Drive Myself Crazy),nsync,0.495,0.704,9,-5.26,1,0.0331,0.0184,0.0,0.19,0.407,174.056,239733,4,True
794,Crazy For You,nsync,0.731,0.898,9,-5.649,1,0.0359,0.0021,1.79e-05,0.387,0.901,115.905,219360,4,True
795,Sailing,nsync,0.409,0.707,9,-5.526,1,0.0322,0.041,0.000934,0.373,0.254,75.023,275267,4,True
796,Giddy Up,nsync,0.729,0.888,2,-4.239,1,0.176,0.0402,0.0,0.856,0.694,93.045,248267,4,True
797,Tearin' Up My Heart - Extended Version,nsync,0.693,0.905,7,-7.51,1,0.0466,0.0121,2.2e-05,0.368,0.831,110.054,286267,4,True
798,Riddle,nsync,0.724,0.979,2,-7.75,1,0.0464,0.0216,4.39e-06,0.204,0.756,136.978,221133,4,True
799,For The Girl Who Has Everything,nsync,0.594,0.532,10,-8.962,1,0.0309,0.104,0.0,0.0358,0.591,170.238,231360,4,True
800,Best of My Life,nsync,0.599,0.321,10,-10.045,1,0.0281,0.0112,0.0,0.635,0.4,161.884,284400,3,True
801,More Than a Feeling,nsync,0.628,0.492,7,-10.445,1,0.0363,0.166,0.0,0.223,0.387,126.769,222707,3,True
802,"I Want You Back ( Achtung: Extended Version soll bei dieser CD nicht dabeistehen, kann jedoch aus RAAS-technischen gründen nicht entfernt werden) - Long Version",nsync,0.806,0.872,8,-6.276,0,0.0465,0.0861,0.0111,0.164,0.886,112.056,263160,4,True
803,Together Again,nsync,0.641,0.637,7,-11.073,1,0.0363,0.00877,0.0843,0.0616,0.906,120.003,248173,4,True
804,Forever Young,nsync,0.532,0.938,1,-8.697,1,0.0392,0.131,0.0,0.168,0.748,140.01,247400,4,True
805,U Drive Me Crazy (Bonus Track) - Radio Edit,nsync,0.776,0.888,9,-4.849,0,0.0396,0.102,0.0,0.176,0.779,107.992,215000,4,True
806,For the Girl Who Has Everything - Radio Mix,nsync,0.576,0.608,2,-7.037,0,0.0291,0.119,0.0,0.0862,0.591,170.187,236827,4,True
807,For The Girl Who Has Everything (Album Version),nsync,0.599,0.532,2,-8.999,0,0.0303,0.115,0.0,0.0354,0.617,170.24,231560,4,True
808,For The Girl Who Has Everything - Unplugged Version,nsync,0.685,0.419,2,-10.832,0,0.0252,0.717,0.0,0.864,0.734,85.097,257707,4,True
809,The Lion Sleeps Tonight,nsync,0.611,0.789,5,-6.776,1,0.0802,0.089,0.604,0.114,0.682,101.48,191240,4,True
810,Woman,doja_cat,0.825,0.761,5,-4.188,0,0.0895,0.109,0.00339,0.119,0.881,107.983,172627,4,False
811,Naked,doja_cat,0.74,0.855,7,-5.762,1,0.18,0.394,0.00284,0.13,0.543,111.103,223560,4,False
812,Payday (feat. Young Thug),doja_cat,0.616,0.696,1,-5.883,1,0.0533,0.035,0.000123,0.113,0.579,168.976,212947,4,False
813,Get Into It (Yuh),doja_cat,0.92,0.639,8,-6.095,0,0.204,0.267,0.00012,0.0847,0.732,91.92,138293,4,False
814,Need to Know,doja_cat,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4,False
815,I Don't Do Drugs (feat. Ariana Grande),doja_cat,0.605,0.626,5,-5.78,1,0.107,0.221,1.48e-05,0.154,0.454,76.959,188893,4,False
816,Love To Dream,doja_cat,0.725,0.441,6,-7.034,1,0.0904,0.597,1.34e-06,0.114,0.525,135.047,216853,4,False
817,You Right,doja_cat,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4,False
818,Been Like This,doja_cat,0.719,0.534,10,-5.126,1,0.0326,0.116,3.24e-05,0.385,0.166,99.024,177373,4,False
819,Options (feat. JID),doja_cat,0.856,0.487,7,-7.912,1,0.0853,0.32,3.07e-05,0.109,0.263,132.995,159160,4,False
820,Imagine,doja_cat,0.816,0.66,1,-5.673,0,0.0411,0.185,0.0454,0.142,0.691,143.036,148253,4,False
821,Alone,doja_cat,0.705,0.651,8,-5.996,0,0.222,0.532,4.09e-05,0.0925,0.74,170.001,228867,4,False
822,Kiss Me More (feat. SZA),doja_cat,0.781,0.692,8,-3.479,1,0.0301,0.245,0.000168,0.123,0.726,110.962,208867,4,False
823,You Right - Extended,doja_cat,0.837,0.553,8,-7.335,1,0.0653,0.0175,0.00148,0.127,0.467,129.002,246040,4,False
824,Up And Down,doja_cat,0.868,0.716,8,-5.344,0,0.119,0.174,4.65e-06,0.0702,0.653,150.031,151520,4,False
825,Tonight (feat. Eve),doja_cat,0.731,0.567,7,-5.635,0,0.274,0.0525,1.54e-06,0.0697,0.907,91.136,168573,4,False
826,Ride,doja_cat,0.693,0.58,9,-6.757,0,0.368,0.215,0.00208,0.0643,0.89,199.343,176733,4,False
827,Why Why (feat. Gunna),doja_cat,0.607,0.635,5,-5.377,1,0.0556,0.21,0.0,0.326,0.497,155.987,178960,4,False
828,Cyber Sex,doja_cat,0.927,0.638,8,-5.669,1,0.102,0.307,6.12e-06,0.0691,0.819,131.011,165733,4,False
829,Won't Bite (feat. Smino),doja_cat,0.805,0.754,5,-3.143,1,0.109,0.345,0.0,0.129,0.611,128.011,195213,4,False
